"","X.x","album_ids","track","track_id","runtime","year","title","category","album","artist","large_image","med_image","small_image","X.y","lyrics"
"125",125,"3DrgM5X3yX1JP1liNLAOHI","We Used to Wait","37EmPMVwdBaKs7UhJOkHUU",301400,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",125,"I used to write
I used to write letters
I used to sign my name

I used to sleep at night
Before the flashing lights settled deep in my brain

But by the time we met
By the time we met the times had already changed

So I never wrote a letter
I never took my true heart, I never wrote it down

So when the lights cut out
I was lost standing in the wilderness downtown

Now our lives are changing fast
Now our lives are changing fast
Hope that something pure can last
Hope that something pure can last

Now it seems strange
How we used to wait for letters to arrive
But what's stranger still
Is how something so small can keep you alive
...

******* This Lyrics is NOT for Commercial use *******"
"126",126,"3DrgM5X3yX1JP1liNLAOHI","Sprawl I (Flatland)","58tizBbohZFxRjGNaT7Brc",174226,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",126,"Took a drive into the sprawl
To find the house where we used to stay in
Couldn't read the number in the dark
You said let's save it for another day

Took a drive into the sprawl
To find the places we used to play
It was the loneliest day of my life
You're talking at me but I'm still far away
...

******* This Lyrics is NOT for Commercial use *******"
"127",127,"3DrgM5X3yX1JP1liNLAOHI","Sprawl II (Mountains Beyond Mountains)","0U0p8weaMIbIFMJ0CPlvHV",325546,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",127,"They heard me singing and they told me to stop
Quit these pretentious things and just punch the clock
These days my life, I feel it has no purpose
But late at night the feelings swim to the surface

'Cause on the surface the city lights shine
They're calling at me, come and find your kind
Sometimes I wonder if the world's so small
That we can never get away from the sprawl

Living in the sprawl
Dead shopping malls rise like mountains beyond mountains
And there's no end in sight
...

******* This Lyrics is NOT for Commercial use *******"
"128",128,"3DrgM5X3yX1JP1liNLAOHI","The Suburbs (continued)","3twmBbZV0Oss0cjZoHsZa1",87626,2010,"53rd Annual GRAMMY Awards  (2010)","Album Of The Year","The Suburbs","Arcade Fire","https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00001e02532391d63cfd6d32677f7af6","https://i.scdn.co/image/ab67616d00004851532391d63cfd6d32677f7af6",128,"If I could have it back
All the time that we wasted
I'd only waste it again
If I could have it back
...

******* This Lyrics is NOT for Commercial use *******"
"129",129,"2dqn5yOQWdyGwOpOIi9O4x","Fearless","6Eu31gddWw0gOGO506pJYA",241986,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",129,"There's something about the way
The street looks when it's just rained
There's a glow off the pavement
You walk me to the car
And you know I wanna ask you to dance right there
In the middle of the parking lot, yeah

We're drivin' down the road, I wonder if you know
I'm trying so hard not to get caught up now
But you're just so cool, run your hands through your hair
Absentmindedly makin' me want you

And I don't know how it gets better than this
You take my hand and drag me headfirst, fearless
And I don't know why but with you I'd dance
...

******* This Lyrics is NOT for Commercial use *******"
"130",130,"2dqn5yOQWdyGwOpOIi9O4x","Fifteen","4t0OI7XrODjSkAu3bTPmWj",294333,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",130,"You take a deep breath and you walk through the doors
It's the morning of your very first day
You say ""Hi"" to your friends you ain't seen in a while
Try and stay out of everybody's way
It's your freshman year and you're gonna be here
For the next four years in this town
Hoping one of those senior boys will wink at you and say,
""You know I haven't seen you around before.""

'Cause when you're fifteen and somebody tells you they love you
You're gonna believe them
And when you're fifteen
Feeling like there's nothing to figure out
Well count to ten, take it in
This is life before you know who you're gonna be
Fifteen

You sit in class next to a redhead named Abigail
And soon enough you're best friends
...

******* This Lyrics is NOT for Commercial use *******"
"131",131,"2dqn5yOQWdyGwOpOIi9O4x","Love Story","1vrd6UOGamcKNGnSHJQlSt",235266,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",131,"We were both young when I first saw you
I close my eyes and the flashback starts
I'm standing there
On a balcony, in summer air

See the lights, see the party, the ball gowns
See you make your way through the crowd
And say ""Hello""
Little did I know

That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go""
And I said

""Romeo take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say yes""

...

******* This Lyrics is NOT for Commercial use *******"
"132",132,"2dqn5yOQWdyGwOpOIi9O4x","Hey Stephen","4WXzzCof26KJLTK5kK53dS",254306,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",132,"Hey Stephen
I know looks can be deceiving
But I know I saw a light in you
And as we walked we would talk
And I didn't say half the things I wanted to

Of all the girls tossing rocks at your window
I'll be the one waiting there even when it's cold
Hey Stephen
Boy, you might have me believing
I don't always have to be alone

'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain, so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself

Hey Stephen
I've been holding back this feeling
So I've got some things to say to you
(Ha)
I've seen it all, so I thought
...

******* This Lyrics is NOT for Commercial use *******"
"133",133,"2dqn5yOQWdyGwOpOIi9O4x","White Horse","6wn61Fzx9XMxQmieLpoIhW",234426,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",133,"Say you're sorry, that face of an angel
Comes out just when you need it to
As I paced back and forth all this time
'Cause I honestly believed in you
Holdin' on, the days drag on
Stupid girl, I should've known, I should've known

That I'm not a princess, this ain't a fairy tale
I'm not the one you'll sweep off her feet
Lead her up the stairwell
This ain't Hollywood, this is a small town
I was a dreamer before you went and let me down
Now it's too late for you and your white horse
To come around

Maybe I was naive, got lost in your eyes
...

******* This Lyrics is NOT for Commercial use *******"
"134",134,"2dqn5yOQWdyGwOpOIi9O4x","You Belong With Me","3GCL1PydwsLodcpv0Ll1ch",231133,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",134,"You're on the phone with your girlfriend, she's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do

I'm in the room, it's a typical Tuesday night
I'm listening to the kind of music she doesn't like
And she'll never know your story like I do

But she wears short skirts
I wear T-shirts
She's Cheer Captain, and I'm on the bleachers
Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time

If you could see that I'm the one
Who understands you
Been here all along
So, why can't you see?
You belong with me
You belong with me

Walk in the streets with you in your worn-out jeans
I can't help thinking this is how it ought to be
Laughing on a park bench thinking to myself
Hey, isn't this easy?
...

******* This Lyrics is NOT for Commercial use *******"
"135",135,"2dqn5yOQWdyGwOpOIi9O4x","Breathe","49mWEy5MgtNujgT7xU3emT",263973,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",135,"I see your face in my mind as I drive away
'Cause none of us thought it was gonna end that way
People are people and sometimes we change our minds
But it's killing me to see you go after all this time

Mmm-mmm, mmm-mmm-mmm
Mmm-mmm, mmm-mmm-mmm

Music starts playin' like the end of a sad movie
It's the kinda ending you don't really wanna see
'Cause it's tragedy and it'll only bring you down
Now I don't know what to be without you around

And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe
...

******* This Lyrics is NOT for Commercial use *******"
"136",136,"2dqn5yOQWdyGwOpOIi9O4x","Tell Me Why","3rnI1UCyGJvUTVvT97VQr5",200546,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",136,"I took a chance, I took a shot
And you might think I'm bulletproof but I'm not
You took a swing, I took it hard
And down here from the ground, I see who you are

I'm sick and tired of your attitude
I'm feeling like I don't know you
You tell me that you love me, then you cut me down
And I need you like a heartbeat
But you know you got a mean streak
Makes me run for cover when you're around
And here's to you and your temper
Yes, I remember what you said last night
And I know that you see what you're doing to me
Tell me why

You could write a book on
...

******* This Lyrics is NOT for Commercial use *******"
"137",137,"2dqn5yOQWdyGwOpOIi9O4x","You're Not Sorry","0HmCuN0Z3OX1Qrz43FLOPL",261786,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",137,"All this time I was wasting
Hoping you would come around
I've been giving out chances every time
And all you do is let me down
And it's taken me this long
Baby but I figured you out
And you're thinking we'll be fine again
But not this time around

You don't have to call anymore
I won't pick up the phone
This is the last straw
Don't wanna hurt anymore
And you can tell me that you're sorry
But I don't believe you baby
Like I did before
You're not sorry, no no oh
...

******* This Lyrics is NOT for Commercial use *******"
"138",138,"2dqn5yOQWdyGwOpOIi9O4x","The Way I Loved You","5P4wWhUYWM0IaVYLuZxdar",244226,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",138,"He is sensible and
So incredible and
All my single friends are jealous
He says everything I need to hear
And it's like I couldn't ask for anything better

He opens up my door
And I get into his car
And he says, ""you look beautiful tonight""
And I feel perfectly fine

But I miss screaming and fighting
And kissing in the rain
And it's 2 a.m. and I'm cursing your name
You're so in love that you act insane
And that's the way I loved you

Breakin' down and coming undone
It's a roller-coaster kinda rush
And I never knew I could feel that much
...

******* This Lyrics is NOT for Commercial use *******"
"139",139,"2dqn5yOQWdyGwOpOIi9O4x","Forever & Always","47HtKpfzpAt8rQjjXWotFj",225320,2009,"52nd Annual GRAMMY Awards  (2009)","Album Of The Year","Fearless","Taylor Swift","https://i.scdn.co/image/ab67616d0000b2737b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d00001e027b25c072237f29ee50025fdc","https://i.scdn.co/image/ab67616d000048517b25c072237f29ee50025fdc",139,"Once upon a time
I believe it was a Tuesday when I caught you eye
We caught on to something
I hold on to the night
You looked me in the eye and told me you loved me

Were you just kidding?
'Cause it seems to me
This thing is breaking down
We almost never speak
I don't feel welcome anymore
Baby, what happened? Please tell me
'Cause one second it was perfect
Now you're halfway out the door

And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said forever and always

Oh, oh
And it rains in your bedroom
Everything is wrong
It rains when you're here, and it rains when you're gone
'Cause I was there when you said forever and always

...

******* This Lyrics is NOT for Commercial use *******"
